sjsu_id,email,first_name,last_name,role,password
S294991202,martin.ward@hotmail.com,Martin,Ward,student,Welcome@371
S739001805,jonathan.ramsey@hotmail.com,Jonathan,Ramsey,student,Welcome@372
S922387732,teresa.ayala@hotmail.com,Teresa,Ayala,student,Welcome@373
S275114459,johnathan.jones@hotmail.com,Johnathan,Jones,student,Welcome@374
S321168608,adam.cortez@yahoo.com,Adam,Cortez,student,Welcome@375
S023562904,kathy.kim@hotmail.com,Kathy,Kim,student,Welcome@376
S724810891,ashley.long@gmail.com,Ashley,Long,student,Welcome@377
S690590916,christina.king@gmail.com,Christina,King,student,Welcome@378
S983041583,james.carpenter@gmail.com,James,Carpenter,student,Welcome@379
S612128062,ariana.diaz@yahoo.com,Ariana,Diaz,student,Welcome@380
S450211856,tony.rodriguez@yahoo.com,Tony,Rodriguez,student,Welcome@381
S037473532,kayla.lewis@hotmail.com,Kayla,Lewis,student,Welcome@382
S508284352,mercedes.anderson@hotmail.com,Mercedes,Anderson,student,Welcome@383
S225777959,donna.faulkner@yahoo.com,Donna,Faulkner,student,Welcome@384
S991237357,terry.gibson@yahoo.com,Terry,Gibson,student,Welcome@385
S519889510,desiree.diaz@gmail.com,Desiree,Diaz,student,Welcome@386
S604368318,xavier.campbell@hotmail.com,Xavier,Campbell,student,Welcome@387
S059788939,timothy.clark@gmail.com,Timothy,Clark,student,Welcome@388
S131197961,gabriel.nielsen@gmail.com,Gabriel,Nielsen,student,Welcome@389
S863683721,laura.hoover@yahoo.com,Laura,Hoover,student,Welcome@390
S758751386,paul.rodriguez@gmail.com,Paul,Rodriguez,student,Welcome@391
S143033698,natalie.schmidt@yahoo.com,Natalie,Schmidt,student,Welcome@392
S730263770,kristine.james@hotmail.com,Kristine,James,student,Welcome@393
S414833875,ricky.lopez@yahoo.com,Ricky,Lopez,student,Welcome@394
S470021381,melissa.henderson@yahoo.com,Melissa,Henderson,student,Welcome@395
S993987466,vanessa.lane@yahoo.com,Vanessa,Lane,student,Welcome@396
S039459562,sara.graham@yahoo.com,Sara,Graham,student,Welcome@397
S354000864,sonya.wilkins@hotmail.com,Sonya,Wilkins,student,Welcome@398
S269417482,barry.allen@gmail.com,Barry,Allen,student,Welcome@399
S333104285,jillian.jones@yahoo.com,Jillian,Jones,student,Welcome@400
F056789012,panchito.beckmann@aol.com,Panchito,Beckmann,faculty,Welcome@401
F089012345,andonis.duchatel@hotmail.com,Andonis,Duchatel,faculty,Welcome@402
F090123456,clemence.wittleton@gmail.com,Clemence,Wittleton,faculty,Welcome@403
F123456789,ricki.atley@gmail.com,Ricki,Atley,faculty,Welcome@404
F134567890,dottie.durbridge@yahoo.com,Dottie,Durbridge,faculty,Welcome@405
F145678901,saloma.tarpey@hotmail.com,Saloma,Tarpey,faculty,Welcome@406
F167890123,dick.vannacci@aol.com,Dick,Vannacci,faculty,Welcome@407
F189012345,janot.good@yahoo.com,Janot,Good,faculty,Welcome@408
F212345678,delilah.janman@yahoo.com,Delilah,Janman,faculty,Welcome@409
F223456789,ceciley.fairbairn@hotmail.com,Ceciley,Fairbairn,faculty,Welcome@410
F234567890,mariquilla.hanigan@yahoo.com,Mariquilla,Hanigan,faculty,Welcome@411
F245678901,wanda.adamiak@rediffmail.com,Wanda,Adamiak,faculty,Welcome@412
F256789012,albertine.burgoyne@yahoo.co.jp,Albertine,Burgoyne,faculty,Welcome@413
F334567890,pauli.saulter@yahoo.com,Pauli,Saulter,faculty,Welcome@414
F345678901,madeline.drabble@gmail.com,Madeline,Drabble,faculty,Welcome@415
F390123456,celestine.stoner@libero.it,Celestine,Stoner,faculty,Welcome@416
F434567890,gail.lycett@gmail.com,Gail,Lycett,faculty,Welcome@417
F445678901,miofmela.parsons@gmail.com,Miof mela,Parsons,faculty,Welcome@418
F456789012,ruthanne.bordone@hotmail.com,Ruthanne,Bordone,faculty,Welcome@419
F478901234,hector.sperwell@orange.fr,Hector,Sperwell,faculty,Welcome@420
F490123456,vergil.macmeanma@hotmail.com,Vergil,MacMeanma,faculty,Welcome@421
F501234567,shepard.matzkaitis@libero.it,Shepard,Matzkaitis,faculty,Welcome@422
F545678901,odilia.danter@msn.com,Odilia,Danter,faculty,Welcome@423
F556789012,gothart.lummis@yahoo.com,Gothart,Lummis,faculty,Welcome@424
F578901234,sebastiano.ohannen@msn.com,Sebastiano,O'Hannen,faculty,Welcome@425
F590123456,lona.ninnoli@hotmail.fr,Lona,Ninnoli,faculty,Welcome@426
F612345678,delila.suett@yahoo.com,Delila,Suett,faculty,Welcome@427
F623456789,jacklin.gentile@msn.com,Jacklin,Gentile,faculty,Welcome@428
F634567890,charlie.hritzko@gmail.com,Charlie,Hritzko,faculty,Welcome@429
F645678901,maxine.cogswell@aol.com,Maxine,Cogswell,faculty,Welcome@430
F667890123,etan.carmen@yahoo.com,Etan,Carmen,faculty,Welcome@431
F678901234,viviene.tammadge@gmail.com,Viviene,Tammadge,faculty,Welcome@432
F689012345,brion.ambrosi@yahoo.it,Brion,Ambrosi,faculty,Welcome@433
F723456789,malissia.allewell@comcast.net,Malissia,Allewell,faculty,Welcome@434
F756789012,currie.hovenden@msn.com,Currie,Hovenden,faculty,Welcome@435
F767890123,reta.worham@hotmail.com,Reta,Worham,faculty,Welcome@436
F778901234,fairleigh.goldster@gmail.com,Fairleigh,Goldster,faculty,Welcome@437
F789012345,ofelia.colleer@hotmail.com,Ofelia,Colleer,faculty,Welcome@438
F801234567,harriett.deare@aol.com,Harriett,Deare,faculty,Welcome@439
F823456789,irv.ure@hotmail.com,Irv,Ure,faculty,Welcome@440
F834567890,manon.scholefield@gmail.com,Manon,Scholefield,faculty,Welcome@441
F856789012,joachim.blown@rediffmail.com,Joachim,Blown,faculty,Welcome@442
F878901234,marlena.schoenleiter@hotmail.com,Marlena,Schoenleiter,faculty,Welcome@443
F890123456,verna.simmgen@yahoo.com,Verna,Simmgen,faculty,Welcome@444
F901234567,cammi.autie@gmail.com,Cammi,Autie,faculty,Welcome@445
F923456789,mellicent.mcgeaney@yahoo.com,Mellicent,McGeaney,faculty,Welcome@446
F934567890,gabriello.hallam@gmail.com,Gabriello,Hallam,faculty,Welcome@447
F945678901,christean.revel@hotmail.com,Christean,Revel,faculty,Welcome@448
F978901234,bowie.querrard@yahoo.com,Bowie,Querrard,faculty,Welcome@449
F990123456,yolande.westwood@yahoo.com,Yolande,Westwood,faculty,Welcome@450
D892742864,emily.davis@csu.edu,Emily,Davis,driver,Welcome@451
D424394624,jane.jones@csu.edu,Jane,Jones,driver,Welcome@452
D857185609,chris.garcia@csu.edu,Chris,Garcia,driver,Welcome@453
D436011360,laura.wilson@csu.edu,Laura,Wilson,driver,Welcome@454
D611188392,katie.brown@csu.edu,Katie,Brown,driver,Welcome@455
D730463144,emily.davis1@csu.edu,Emily,Davis,driver,Welcome@456
D064445961,jane.smith@csu.edu,Jane,Smith,driver,Welcome@457
D426761237,jane.williams@csu.edu,Jane,Williams,driver,Welcome@458
D723102315,laura.williams@csu.edu,Laura,Williams,driver,Welcome@459
D199719242,john.garcia@csu.edu,John,Garcia,driver,Welcome@460
D907768726,sophia.wilson@csu.edu,Sophia,Wilson,driver,Welcome@461
D241106911,john.garcia1@csu.edu,John,Garcia,driver,Welcome@462
D944294971,laura.smith@csu.edu,Laura,Smith,driver,Welcome@463
D925172916,jane.davis@csu.edu,Jane,Davis,driver,Welcome@464
D737020043,david.rodriguez@csu.edu,David,Rodriguez,driver,Welcome@465
D223163031,laura.wilson1@csu.edu,Laura,Wilson,driver,Welcome@466
D343676922,chris.smith@csu.edu,Chris,Smith,driver,Welcome@467
D352080284,alex.miller@csu.edu,Alex,Miller,driver,Welcome@468
D240496109,laura.davis@csu.edu,Laura,Davis,driver,Welcome@469
D418767983,mike.johnson@csu.edu,Mike,Johnson,driver,Welcome@470
